CD_SETOR,NM_MUN,CD_DIST,NM_DIST,lat,lon
355030830001349,São Paulo,355030830,Grajaú,-23.740895664920924,-46.66371164690812
355030830001350,São Paulo,355030830,Grajaú,-23.742619535163577,-46.663162401396605
355030830001351,São Paulo,355030830,Grajaú,-23.735459256878602,-46.66001074935784
355030830001352,São Paulo,355030830,Grajaú,-23.73552086511298,-46.660588321897976
355030830001353,São Paulo,355030830,Grajaú,-23.734683681052807,-46.66085522595834
355030830001354,São Paulo,355030830,Grajaú,-23.75570357439495,-46.675483035302335
355030830001355,São Paulo,355030830,Grajaú,-23.756960086937863,-46.67471362865962
355030830001356,São Paulo,355030830,Grajaú,-23.75638810563036,-46.675932492015356
355030830001357,São Paulo,355030830,Grajaú,-23.736390829013487,-46.66229229260596
355030830001358,São Paulo,355030830,Grajaú,-23.735280076184583,-46.663551452183725
355030830001359,São Paulo,355030830,Grajaú,-23.736101084449743,-46.66295498452655
355030830001360,São Paulo,355030830,Grajaú,-23.764481797859908,-46.70538071271117
355030830001361,São Paulo,355030830,Grajaú,-23.764849961820207,-46.704570435263754
355030830001362,São Paulo,355030830,Grajaú,-23.765159473824436,-46.70453367310278
355030830001363,São Paulo,355030830,Grajaú,-23.742379735660325,-46.690680990746884
355030830001364,São Paulo,355030830,Grajaú,-23.742805450192904,-46.690554965919695
355030830001365,São Paulo,355030830,Grajaú,-23.742897542650937,-46.691048921348084
355030830001366,São Paulo,355030830,Grajaú,-23.743109461102673,-46.69139708448999
355030830001367,São Paulo,355030830,Grajaú,-23.73526500242339,-46.66210253644476
355030830001368,São Paulo,355030830,Grajaú,-23.736280752301745,-46.66128132802938
355030830001370,São Paulo,355030830,Grajaú,-23.74103648365153,-46.673976996747655
355030830001371,São Paulo,355030830,Grajaú,-23.742257134636,-46.67507863600954
355030830001372,São Paulo,355030830,Grajaú,-23.74590887724464,-46.68658197877697
355030830001373,São Paulo,355030830,Grajaú,-23.745222712257664,-46.68812640625838
355030830001374,São Paulo,355030830,Grajaú,-23.744548234674053,-46.68917736727019
355030830001375,São Paulo,355030830,Grajaú,-23.742128384217814,-46.66027142341878
355030830001376,São Paulo,355030830,Grajaú,-23.742477239015937,-46.659045135894054
355030830001377,São Paulo,355030830,Grajaú,-23.74162958990495,-46.659137612939865
355030830001378,São Paulo,355030830,Grajaú,-23.73323337605254,-46.658939748130436
355030830001379,São Paulo,355030830,Grajaú,-23.733472020140695,-46.65969786417024
355030830001380,São Paulo,355030830,Grajaú,-23.734305833346784,-46.659615585864046
355030830001382,São Paulo,355030830,Grajaú,-23.74606706274324,-46.677611788245954
355030830001383,São Paulo,355030830,Grajaú,-23.748555237290738,-46.68004656815579
355030830001384,São Paulo,355030830,Grajaú,-23.738641935984017,-46.66476603662323
355030830001385,São Paulo,355030830,Grajaú,-23.73814494376814,-46.66412277256499
355030830001386,São Paulo,355030830,Grajaú,-23.73891426988804,-46.66398051164911
355030830001387,São Paulo,355030830,Grajaú,-23.743872192983012,-46.697108549100605
355030830001388,São Paulo,355030830,Grajaú,-23.74363702962776,-46.69627279802308
355030830001389,São Paulo,355030830,Grajaú,-23.743248629039925,-46.69595501555568
355030830001390,São Paulo,355030830,Grajaú,-23.74244707889001,-46.695385331754416
355030830001391,São Paulo,355030830,Grajaú,-23.74249648235495,-46.694645840726295
355030830001392,São Paulo,355030830,Grajaú,-23.764293647346417,-46.68958314965293
355030830001393,São Paulo,355030830,Grajaú,-23.76415335396109,-46.689111235136515
355030830001394,São Paulo,355030830,Grajaú,-23.764579949637838,-46.68887653910207
355030830001395,São Paulo,355030830,Grajaú,-23.76499105775846,-46.68989195688167
355030830001400,São Paulo,355030830,Grajaú,-23.741133507696794,-46.65664722035561
355030830001401,São Paulo,355030830,Grajaú,-23.742171133110816,-46.65777177028189
355030830001402,São Paulo,355030830,Grajaú,-23.736172231047995,-46.66523914732603
355030830001403,São Paulo,355030830,Grajaú,-23.736529079466052,-46.66500666785682
355030830001404,São Paulo,355030830,Grajaú,-23.736489825309533,-46.66429547808292
355030830001405,São Paulo,355030830,Grajaú,-23.75300418975524,-46.665677921352206
355030830001406,São Paulo,355030830,Grajaú,-23.751605145649364,-46.66373738182344
355030830001407,São Paulo,355030830,Grajaú,-23.75243722053268,-46.66430437887905
355030830001408,São Paulo,355030830,Grajaú,-23.753554587631115,-46.6651394675173
355030830001409,São Paulo,355030830,Grajaú,-23.745873677328984,-46.6838558066321
355030830001410,São Paulo,355030830,Grajaú,-23.746194488961617,-46.684525475906604
355030830001411,São Paulo,355030830,Grajaú,-23.76759103742714,-46.70109777032134
355030830001412,São Paulo,355030830,Grajaú,-23.76805585681542,-46.70191741237544
355030830001413,São Paulo,355030830,Grajaú,-23.754745031890074,-46.70413986792418
355030830001414,São Paulo,355030830,Grajaú,-23.769475460908684,-46.689537631350944
355030830001416,São Paulo,355030830,Grajaú,-23.757809417228973,-46.67245820259568
355030830001417,São Paulo,355030830,Grajaú,-23.755806152813392,-46.67265828803375
355030830001419,São Paulo,355030830,Grajaú,-23.733099933642745,-46.66708944198839
355030830001420,São Paulo,355030830,Grajaú,-23.74753203498836,-46.69744538972024
355030830001421,São Paulo,355030830,Grajaú,-23.747433150882003,-46.66764918502975
355030830001422,São Paulo,355030830,Grajaú,-23.747100520204523,-46.66892065842728
355030830001424,São Paulo,355030830,Grajaú,-23.77251591189023,-46.66877759999157
355030830001425,São Paulo,355030830,Grajaú,-23.770778954513403,-46.66960140928441
355030830001427,São Paulo,355030830,Grajaú,-23.76582799971957,-46.66648645614941
355030830001429,São Paulo,355030830,Grajaú,-23.788128717692437,-46.67828390200004
355030830001430,São Paulo,355030830,Grajaú,-23.788763605610505,-46.677937276760474
355030830001431,São Paulo,355030830,Grajaú,-23.787396172506664,-46.67724966809084
355030830001432,São Paulo,355030830,Grajaú,-23.787087482139498,-46.677397524925574
355030830001433,São Paulo,355030830,Grajaú,-23.768730522607203,-46.69779571789721
355030830001434,São Paulo,355030830,Grajaú,-23.770697326783825,-46.69674387501036
355030830001435,São Paulo,355030830,Grajaú,-23.75925861646956,-46.69981759867199
355030830001436,São Paulo,355030830,Grajaú,-23.756636407203374,-46.670825444276254
355030830001437,São Paulo,355030830,Grajaú,-23.756818605449993,-46.66962723275013
355030830001438,São Paulo,355030830,Grajaú,-23.75706445938515,-46.669233760894095
355030830001439,São Paulo,355030830,Grajaú,-23.757871450359858,-46.670716123217524
355030830001441,São Paulo,355030830,Grajaú,-23.75047307954124,-46.69040190080196
355030830001442,São Paulo,355030830,Grajaú,-23.751198641202173,-46.68966940020315
355030830001443,São Paulo,355030830,Grajaú,-23.77544767977634,-46.673569089929
355030830001444,São Paulo,355030830,Grajaú,-23.77529748359563,-46.67400360015039
355030830001445,São Paulo,355030830,Grajaú,-23.776253576108186,-46.67575401519352
355030830001449,São Paulo,355030830,Grajaú,-23.744868539483114,-46.69291265904324
355030830001450,São Paulo,355030830,Grajaú,-23.745874091864128,-46.69277667861178
355030830001451,São Paulo,355030830,Grajaú,-23.74612314545698,-46.67567530623981
355030830001452,São Paulo,355030830,Grajaú,-23.750033386461165,-46.67458035445147
355030830001453,São Paulo,355030830,Grajaú,-23.751340884293086,-46.70060919354133
355030830001454,São Paulo,355030830,Grajaú,-23.751884658645817,-46.70000785634933
355030830001455,São Paulo,355030830,Grajaú,-23.742270428201998,-46.679108763568564
355030830001456,São Paulo,355030830,Grajaú,-23.743952074236812,-46.679957805690805
355030830001457,São Paulo,355030830,Grajaú,-23.74531039574843,-46.68064972560264
355030830001458,São Paulo,355030830,Grajaú,-23.744681714050916,-46.69917554766903
355030830001459,São Paulo,355030830,Grajaú,-23.744858797529627,-46.698517816650636
355030830001460,São Paulo,355030830,Grajaú,-23.745503334520475,-46.698862176438766
355030830001461,São Paulo,355030830,Grajaú,-23.74577628347203,-46.698454500049394
355030830001462,São Paulo,355030830,Grajaú,-23.78559626286875,-46.679948098443276
355030830001463,São Paulo,355030830,Grajaú,-23.78614880625871,-46.67919930909999
355030830001464,São Paulo,355030830,Grajaú,-23.786469244935123,-46.67971340359231
355030830001465,São Paulo,355030830,Grajaú,-23.786760710914496,-46.678005437986265
355030830001470,São Paulo,355030830,Grajaú,-23.749139501808408,-46.66408836799377
355030830001471,São Paulo,355030830,Grajaú,-23.771475252596034,-46.67341019473882
355030830001472,São Paulo,355030830,Grajaú,-23.771851485689048,-46.67460866183009
355030830001473,São Paulo,355030830,Grajaú,-23.772388539896987,-46.673804970183504
355030830001474,São Paulo,355030830,Grajaú,-23.78408277837878,-46.68579313504318
355030830001475,São Paulo,355030830,Grajaú,-23.784705365238644,-46.686390848559874
355030830001476,São Paulo,355030830,Grajaú,-23.785165734775205,-46.68577747036578
355030830001477,São Paulo,355030830,Grajaú,-23.784966098940767,-46.68073398055462
355030830001478,São Paulo,355030830,Grajaú,-23.784597594792476,-46.67973161685181
355030830001479,São Paulo,355030830,Grajaú,-23.78511466413174,-46.67990907793969
355030830001482,São Paulo,355030830,Grajaú,-23.773496291236885,-46.683830038007514
355030830001483,São Paulo,355030830,Grajaú,-23.77265308092303,-46.682647179306436
355030830001484,São Paulo,355030830,Grajaú,-23.77307977265928,-46.68284735795498
355030830001485,São Paulo,355030830,Grajaú,-23.7413291497738,-46.692532621523625
355030830001486,São Paulo,355030830,Grajaú,-23.742343323952184,-46.69255395420433
355030830001487,São Paulo,355030830,Grajaú,-23.745815372726543,-46.655754711696105
355030830001489,São Paulo,355030830,Grajaú,-23.774837713448605,-46.69495572087156
355030830001490,São Paulo,355030830,Grajaú,-23.774388183513064,-46.6940567534906
355030830001491,São Paulo,355030830,Grajaú,-23.74913375119323,-46.69563977961533
355030830001492,São Paulo,355030830,Grajaú,-23.750872664654427,-46.69442820894771
355030830001494,São Paulo,355030830,Grajaú,-23.769172677304663,-46.68838887988017
355030830001495,São Paulo,355030830,Grajaú,-23.761491397221164,-46.68697682110397
355030830001497,São Paulo,355030830,Grajaú,-23.76242690477784,-46.679660288228376
355030830001498,São Paulo,355030830,Grajaú,-23.75402778450157,-46.674852926082295
355030830001499,São Paulo,355030830,Grajaú,-23.753840364753305,-46.673838379840326
355030830001500,São Paulo,355030830,Grajaú,-23.74846924423303,-46.683480324660884
355030830001501,São Paulo,355030830,Grajaú,-23.74722965118982,-46.68372784470363
355030830001503,São Paulo,355030830,Grajaú,-23.744568225907663,-46.69156921499184
355030830001504,São Paulo,355030830,Grajaú,-23.76017728207358,-46.68391036883668
355030830001505,São Paulo,355030830,Grajaú,-23.75878357436803,-46.68357945849779
355030830001506,São Paulo,355030830,Grajaú,-23.760002269466078,-46.68163297991664
355030830001510,São Paulo,355030830,Grajaú,-23.766075355509827,-46.68869361075731
355030830001511,São Paulo,355030830,Grajaú,-23.766170168890856,-46.687752758073515
355030830001513,São Paulo,355030830,Grajaú,-23.77411698249927,-46.67114910409477
355030830001515,São Paulo,355030830,Grajaú,-23.77912103648429,-46.67224277956825
355030830001519,São Paulo,355030830,Grajaú,-23.78789465626379,-46.676554112978394
355030830001520,São Paulo,355030830,Grajaú,-23.777620467332845,-46.677550643097135
355030830001521,São Paulo,355030830,Grajaú,-23.764283208161963,-46.68209400695665
355030830001525,São Paulo,355030830,Grajaú,-23.77823349074344,-46.676311723200136
355030830001526,São Paulo,355030830,Grajaú,-23.77866038964772,-46.67380001900493
355030830001529,São Paulo,355030830,Grajaú,-23.77300416592881,-46.68392476857196
355030830001530,São Paulo,355030830,Grajaú,-23.77960101500656,-46.686427150899235
355030830001531,São Paulo,355030830,Grajaú,-23.780852959696368,-46.68554646888582
355030830001533,São Paulo,355030830,Grajaú,-23.80829436308126,-46.69649464791181
355030830001534,São Paulo,355030830,Grajaú,-23.77719737618898,-46.68362465551562
355030830001535,São Paulo,355030830,Grajaú,-23.776823116175365,-46.68464362019661
355030830001536,São Paulo,355030830,Grajaú,-23.77774967226468,-46.68498872613291
355030830001537,São Paulo,355030830,Grajaú,-23.779965899428436,-46.68396754410841
355030830001538,São Paulo,355030830,Grajaú,-23.779437394896252,-46.68417578542773
355030830001539,São Paulo,355030830,Grajaú,-23.779226957804852,-46.68234031207306
355030830001540,São Paulo,355030830,Grajaú,-23.78043080953408,-46.682999843366
355030830001541,São Paulo,355030830,Grajaú,-23.781618180736064,-46.68401569651441
355030830001542,São Paulo,355030830,Grajaú,-23.781124705837733,-46.68356751414914
355030830001543,São Paulo,355030830,Grajaú,-23.78775356093559,-46.681320778398835
355030830001545,São Paulo,355030830,Grajaú,-23.784205819212023,-46.68073414466786
355030830001546,São Paulo,355030830,Grajaú,-23.783674652040936,-46.67965264937597
355030830001547,São Paulo,355030830,Grajaú,-23.784233480440168,-46.679819023079425
355030830001549,São Paulo,355030830,Grajaú,-23.784871257761996,-46.68119610893909
355030830001550,São Paulo,355030830,Grajaú,-23.77459688996771,-46.67673437381662
355030830001552,São Paulo,355030830,Grajaú,-23.743177420303663,-46.67138192588513
355030830001554,São Paulo,355030830,Grajaú,-23.741945470832942,-46.67189149229918
355030830001556,São Paulo,355030830,Grajaú,-23.749283493686953,-46.704565628503154
355030830001558,São Paulo,355030830,Grajaú,-23.736655269846285,-46.671445483715516
355030830001559,São Paulo,355030830,Grajaú,-23.73677833571476,-46.67081621902125
355030830001560,São Paulo,355030830,Grajaú,-23.736773160341446,-46.67017742888625
355030830001561,São Paulo,355030830,Grajaú,-23.73635459125051,-46.67041364946805
355030830001562,São Paulo,355030830,Grajaú,-23.736784492183265,-46.66802887314825
355030830001563,São Paulo,355030830,Grajaú,-23.736628332183585,-46.66899216718185
355030830001564,São Paulo,355030830,Grajaú,-23.738017662381065,-46.66933964482948
355030830001565,São Paulo,355030830,Grajaú,-23.73800812275152,-46.66974629747888
355030830001566,São Paulo,355030830,Grajaú,-23.781084754018767,-46.66728573902575
355030830001567,São Paulo,355030830,Grajaú,-23.783132626413522,-46.665170752421886
355030830001568,São Paulo,355030830,Grajaú,-23.778202380127958,-46.66801963124679
355030830001569,São Paulo,355030830,Grajaú,-23.778011609118042,-46.66755685974244
355030830001570,São Paulo,355030830,Grajaú,-23.748056661814065,-46.70458202764835
355030830001571,São Paulo,355030830,Grajaú,-23.748856079204252,-46.703881708571615
355030830001572,São Paulo,355030830,Grajaú,-23.749656288060297,-46.70513233164444
355030830001573,São Paulo,355030830,Grajaú,-23.749341919594666,-46.70614585329543
355030830001574,São Paulo,355030830,Grajaú,-23.75065384305587,-46.70368779834894
355030830001575,São Paulo,355030830,Grajaú,-23.750460762128903,-46.70339447933459
355030830001576,São Paulo,355030830,Grajaú,-23.75159213832154,-46.704428424914205
355030830001577,São Paulo,355030830,Grajaú,-23.750877763341954,-46.704721235529824
355030830001578,São Paulo,355030830,Grajaú,-23.753236434088844,-46.70366348764159
355030830001579,São Paulo,355030830,Grajaú,-23.75248450214649,-46.70442641346081
355030830001580,São Paulo,355030830,Grajaú,-23.738212426243866,-46.69320778304945
355030830001581,São Paulo,355030830,Grajaú,-23.738698165115228,-46.69299141251676
355030830001582,São Paulo,355030830,Grajaú,-23.744167644992324,-46.691916219582666
355030830001583,São Paulo,355030830,Grajaú,-23.743612747353428,-46.69250769137387
355030830001584,São Paulo,355030830,Grajaú,-23.74552975400253,-46.69414713825786
355030830001585,São Paulo,355030830,Grajaú,-23.746159387923854,-46.693570946156896
355030830001586,São Paulo,355030830,Grajaú,-23.74399781653658,-46.69768967126425
355030830001587,São Paulo,355030830,Grajaú,-23.74488642817324,-46.697016899592036
355030830001588,São Paulo,355030830,Grajaú,-23.737970343034622,-46.6662713149234
355030830001589,São Paulo,355030830,Grajaú,-23.73353329854895,-46.67043710622742
355030830001590,São Paulo,355030830,Grajaú,-23.733980305001797,-46.66990536030328
355030830001591,São Paulo,355030830,Grajaú,-23.73534939566648,-46.669664434450915
355030830001592,São Paulo,355030830,Grajaú,-23.734562623644482,-46.66948764118254
355030830001593,São Paulo,355030830,Grajaú,-23.746322158083206,-46.669524416226096
355030830001594,São Paulo,355030830,Grajaú,-23.74663246669012,-46.66833751715912
355030830001595,São Paulo,355030830,Grajaú,-23.746340016328357,-46.6740328021685
355030830001596,São Paulo,355030830,Grajaú,-23.750908559070748,-46.6679400051502
355030830001597,São Paulo,355030830,Grajaú,-23.75076458212623,-46.66653559850073
355030830001598,São Paulo,355030830,Grajaú,-23.744815044913533,-46.65502906546312
355030830001599,São Paulo,355030830,Grajaú,-23.73953076209208,-46.65696803426752
355030830001600,São Paulo,355030830,Grajaú,-23.756178715652513,-46.69353082573809
355030830001601,São Paulo,355030830,Grajaú,-23.756498216285884,-46.69521355047971
355030830001602,São Paulo,355030830,Grajaú,-23.75569468032055,-46.6788639547016
355030830001603,São Paulo,355030830,Grajaú,-23.756098591021445,-46.67845605766687
355030830001604,São Paulo,355030830,Grajaú,-23.775231666568807,-46.69641928587203
355030830001605,São Paulo,355030830,Grajaú,-23.774532226502682,-46.6974394518156
355030830001606,São Paulo,355030830,Grajaú,-23.78359339889236,-46.68676456110865
355030830001607,São Paulo,355030830,Grajaú,-23.783372381267633,-46.687035612534025
355030830001608,São Paulo,355030830,Grajaú,-23.78141672339618,-46.68110938569988
355030830001609,São Paulo,355030830,Grajaú,-23.781231770255655,-46.68208995749314
355030830001610,São Paulo,355030830,Grajaú,-23.75765187138818,-46.69381629585261
355030830001611,São Paulo,355030830,Grajaú,-23.759949589415804,-46.71089710790992
355030830001612,São Paulo,355030830,Grajaú,-23.76547436275822,-46.689391988786184
355030830001613,São Paulo,355030830,Grajaú,-23.751149502435727,-46.68515629682498
355030830001614,São Paulo,355030830,Grajaú,-23.760677331324867,-46.69155996975323
355030830001615,São Paulo,355030830,Grajaú,-23.765184198705324,-46.68928705228624
355030830001616,São Paulo,355030830,Grajaú,-23.77281476794436,-46.676914523438704
355030830001617,São Paulo,355030830,Grajaú,-23.76622043784161,-46.68283518856724
355030830001618,São Paulo,355030830,Grajaú,-23.750173797712012,-46.70320735862369
355030830001619,São Paulo,355030830,Grajaú,-23.765799858361028,-46.69369017039896
355030830001620,São Paulo,355030830,Grajaú,-23.776436195176604,-46.67336085395148
355030830001621,São Paulo,355030830,Grajaú,-23.762772111220922,-46.68293529632458
355030830001622,São Paulo,355030830,Grajaú,-23.766937204908515,-46.67925956467371
355030830001623,São Paulo,355030830,Grajaú,-23.759740824195937,-46.68230441544792
355030830001624,São Paulo,355030830,Grajaú,-23.74816501870267,-46.68531001535539
355030830001625,São Paulo,355030830,Grajaú,-23.738996803085875,-46.66718512643414
355030830001626,São Paulo,355030830,Grajaú,-23.737699589357053,-46.66830944756149
355030830001627,São Paulo,355030830,Grajaú,-23.74888711991644,-46.68426295828243
355030830001628,São Paulo,355030830,Grajaú,-23.754157057909786,-46.69076780311405
355030830001629,São Paulo,355030830,Grajaú,-23.755021244830388,-46.68961744426202
355030830001630,São Paulo,355030830,Grajaú,-23.76509378665027,-46.69927902987672
355030830001631,São Paulo,355030830,Grajaú,-23.767945106035466,-46.688908288894616
355030830001632,São Paulo,355030830,Grajaú,-23.77511369480063,-46.685645620715825
355030830001633,São Paulo,355030830,Grajaú,-23.757673065045257,-46.70473383391189
355030830001634,São Paulo,355030830,Grajaú,-23.78029393714478,-46.68869374917532
355030830001635,São Paulo,355030830,Grajaú,-23.757324968835896,-46.697381183473304
355030830001636,São Paulo,355030830,Grajaú,-23.75965721840847,-46.698099793858304
355030830001637,São Paulo,355030830,Grajaú,-23.763234051490063,-46.67954426316158
355030830001638,São Paulo,355030830,Grajaú,-23.782683763795823,-46.675417409258266
355030830001639,São Paulo,355030830,Grajaú,-23.75442425124433,-46.70521394235079
355030830001640,São Paulo,355030830,Grajaú,-23.756373941139277,-46.70816605600526
355030830001641,São Paulo,355030830,Grajaú,-23.76277466191106,-46.696184995578456
355030830001642,São Paulo,355030830,Grajaú,-23.75119096533704,-46.70716122531783
355030830001643,São Paulo,355030830,Grajaú,-23.800310449701747,-46.69623860333255
355030830001644,São Paulo,355030830,Grajaú,-23.770383643883097,-46.71098440951644
355030830001645,São Paulo,355030830,Grajaú,-23.78796616046763,-46.70438331634708
355030830001646,São Paulo,355030830,Grajaú,-23.770502581852625,-46.702613047655994
355030830001647,São Paulo,355030830,Grajaú,-23.772195073761996,-46.69856731459391
355030830001648,São Paulo,355030830,Grajaú,-23.793110432146072,-46.678472904241595
355030830001649,São Paulo,355030830,Grajaú,-23.782928824467803,-46.702279350668356
355030830001650,São Paulo,355030830,Grajaú,-23.769988986348945,-46.69900401713354
355030830001651,São Paulo,355030830,Grajaú,-23.796981561111746,-46.64546597688423
355030830001652,São Paulo,355030830,Grajaú,-23.814010024138724,-46.66436636037151
355030830001653,São Paulo,355030830,Grajaú,-23.739001480472066,-46.69872605868622
355030830001654,São Paulo,355030830,Grajaú,-23.78858750898737,-46.673727158270125
355030830001655,São Paulo,355030830,Grajaú,-23.83605903385231,-46.69261205664759
355030830001656,São Paulo,355030830,Grajaú,-23.73624992870518,-46.690722484335744
355030830001657,São Paulo,355030830,Grajaú,-23.778345673793943,-46.67122046073827
355030830001658,São Paulo,355030830,Grajaú,-23.74194821417928,-46.67096216634429
355030830001659,São Paulo,355030830,Grajaú,-23.78729463989261,-46.67540539701872
355030830001660,São Paulo,355030830,Grajaú,-23.788759536569078,-46.676734820284565
355030830001661,São Paulo,355030830,Grajaú,-23.737913966990398,-46.6806229885248
355030830001662,São Paulo,355030830,Grajaú,-23.77027120040574,-46.66285786873735
355030830001663,São Paulo,355030830,Grajaú,-23.794549566966793,-46.64736394792791
355030830001664,São Paulo,355030830,Grajaú,-23.77794072819749,-46.64859719239253
355030830001665,São Paulo,355030830,Grajaú,-23.83112303560478,-46.66995996446624
355030830001666,São Paulo,355030830,Grajaú,-23.843350039755872,-46.67836832206881
355030830001667,São Paulo,355030830,Grajaú,-23.787247767054172,-46.6369564575234
355030830001668,São Paulo,355030830,Grajaú,-23.782473498986704,-46.63678261164751
355030830001669,São Paulo,355030830,Grajaú,-23.823340602899318,-46.65860687702321
355030830001670,São Paulo,355030830,Grajaú,-23.816165385697943,-46.65301936661393
355030830001671,São Paulo,355030830,Grajaú,-23.802801491930985,-46.65440200500362
355030830001672,São Paulo,355030830,Grajaú,-23.761492924279086,-46.66048374401567
355030830001673,São Paulo,355030830,Grajaú,-23.7569929503908,-46.65749479874003
355030830001674,São Paulo,355030830,Grajaú,-23.754205736601467,-46.654697694023234
355030830001675,São Paulo,355030830,Grajaú,-23.785507127596688,-46.64817568546107
355030830001676,São Paulo,355030830,Grajaú,-23.791622613278996,-46.64489341949345
355030830001677,São Paulo,355030830,Grajaú,-23.801410937519265,-46.64393465137815
355030830001678,São Paulo,355030830,Grajaú,-23.75299558494856,-46.65998071994226
355030830001679,São Paulo,355030830,Grajaú,-23.788398977429413,-46.68224559637934
355030830001680,São Paulo,355030830,Grajaú,-23.77272563228194,-46.68463641570709
355030830001681,São Paulo,355030830,Grajaú,-23.7843875893679,-46.6822340647792
355030830001682,São Paulo,355030830,Grajaú,-23.804940570001758,-46.694103761181346
355030830001683,São Paulo,355030830,Grajaú,-23.739257544906216,-46.659057121807386
355030830001684,São Paulo,355030830,Grajaú,-23.798407587268372,-46.66893866220624
355030831000001,São Paulo,355030831,Guaianases,-23.552345611309814,-46.41061213933362
355030831000002,São Paulo,355030831,Guaianases,-23.553441538998612,-46.40861022700014
355030831000003,São Paulo,355030831,Guaianases,-23.55416234215676,-46.40957975115596
355030831000004,São Paulo,355030831,Guaianases,-23.552469928269925,-46.41238981283976
355030831000005,São Paulo,355030831,Guaianases,-23.55002694480562,-46.4119614266364
355030831000006,São Paulo,355030831,Guaianases,-23.549817796920784,-46.4104912086086
355030831000007,São Paulo,355030831,Guaianases,-23.549554561831542,-46.40914696330637
355030831000008,São Paulo,355030831,Guaianases,-23.551998574896142,-46.407800899231326
355030831000009,São Paulo,355030831,Guaianases,-23.55189906699762,-46.407713732863826
355030831000010,São Paulo,355030831,Guaianases,-23.553849679590254,-46.40548696771665
355030831000012,São Paulo,355030831,Guaianases,-23.556566138268774,-46.41001357237315
355030831000015,São Paulo,355030831,Guaianases,-23.555487067936077,-46.414661501124776
355030831000016,São Paulo,355030831,Guaianases,-23.553478448446437,-46.41578153818463
355030831000017,São Paulo,355030831,Guaianases,-23.55234116754091,-46.41475457053493
355030831000018,São Paulo,355030831,Guaianases,-23.551164801393735,-46.41360134643349
355030831000019,São Paulo,355030831,Guaianases,-23.54904599640049,-46.41310607114807
355030831000020,São Paulo,355030831,Guaianases,-23.54743377964979,-46.412725825317146
355030831000021,São Paulo,355030831,Guaianases,-23.54752783654181,-46.41092406378373
355030831000022,São Paulo,355030831,Guaianases,-23.549570640382182,-46.40836326400796
355030831000023,São Paulo,355030831,Guaianases,-23.550204840398756,-46.40758153902201
355030831000024,São Paulo,355030831,Guaianases,-23.548212411319987,-46.40776098592721
355030831000025,São Paulo,355030831,Guaianases,-23.551029503604983,-46.403361324938025
355030831000026,São Paulo,355030831,Guaianases,-23.555247272232965,-46.404093967292006
355030831000027,São Paulo,355030831,Guaianases,-23.554844166729765,-46.40288763969904
355030831000028,São Paulo,355030831,Guaianases,-23.558900376947673,-46.406311263086494
355030831000030,São Paulo,355030831,Guaianases,-23.557434670390023,-46.413743903146646
355030831000031,São Paulo,355030831,Guaianases,-23.557853362417895,-46.415998901498256
355030831000032,São Paulo,355030831,Guaianases,-23.554533144521347,-46.41600393493214
355030831000033,São Paulo,355030831,Guaianases,-23.551873184663215,-46.415907317219286
355030831000034,São Paulo,355030831,Guaianases,-23.546730379515573,-46.41378630183276
355030831000035,São Paulo,355030831,Guaianases,-23.543951912994284,-46.41266116009879
355030831000036,São Paulo,355030831,Guaianases,-23.546135458012248,-46.410140114923614
355030831000037,São Paulo,355030831,Guaianases,-23.548205279765313,-46.40693696943315
355030831000038,São Paulo,355030831,Guaianases,-23.54705873874716,-46.40667871951557
355030831000039,São Paulo,355030831,Guaianases,-23.550032458570637,-46.40495690514181
355030831000040,São Paulo,355030831,Guaianases,-23.54883493180624,-46.403724644275556
355030831000041,São Paulo,355030831,Guaianases,-23.549553920236352,-46.40091588039257
355030831000042,São Paulo,355030831,Guaianases,-23.551584809662366,-46.401562408532776
355030831000043,São Paulo,355030831,Guaianases,-23.550005041084045,-46.39967286582019
355030831000045,São Paulo,355030831,Guaianases,-23.55722082572016,-46.39951666042289
355030831000046,São Paulo,355030831,Guaianases,-23.55691735732096,-46.40121105775874
355030831000047,São Paulo,355030831,Guaianases,-23.558321787803187,-46.401090276764
355030831000048,São Paulo,355030831,Guaianases,-23.559038825067464,-46.402802483727704
355030831000049,São Paulo,355030831,Guaianases,-23.560182968150215,-46.405468601170625
355030831000050,São Paulo,355030831,Guaianases,-23.559981925526117,-46.4085029129802
355030831000051,São Paulo,355030831,Guaianases,-23.55407770228678,-46.41841107859857
355030831000052,São Paulo,355030831,Guaianases,-23.552719223360533,-46.41895054066214
355030831000053,São Paulo,355030831,Guaianases,-23.55114502076944,-46.417750850007245
355030831000054,São Paulo,355030831,Guaianases,-23.5502888767494,-46.41968504614465
355030831000055,São Paulo,355030831,Guaianases,-23.549542677085835,-46.41644383339446
355030831000056,São Paulo,355030831,Guaianases,-23.54782511892864,-46.4168181287721
355030831000057,São Paulo,355030831,Guaianases,-23.545784016293346,-46.414857690837124
355030831000058,São Paulo,355030831,Guaianases,-23.545003526267127,-46.40848999513424
355030831000059,São Paulo,355030831,Guaianases,-23.54663384350532,-46.40464399396554
355030831000060,São Paulo,355030831,Guaianases,-23.54722918873719,-46.402766320826686
355030831000061,São Paulo,355030831,Guaianases,-23.54769983791527,-46.40097198456511
355030831000063,São Paulo,355030831,Guaianases,-23.55135644414409,-46.3991041924499
355030831000064,São Paulo,355030831,Guaianases,-23.55102281592728,-46.39766952821078
