0,1
19044,"{'stop_name': 'Campo Limpo', 'stop_lat': -23.648987, 'stop_lon': -46.758878, 'stop_location_type': 'Metro'}"
19045,"{'stop_name': 'Capão Redondo', 'stop_lat': -23.659955, 'stop_lon': -46.768691, 'stop_location_type': 'Metro'}"
19070,"{'stop_name': 'Via Transversal Sul', 'stop_lat': -23.580717, 'stop_lon': -46.794016, 'stop_location_type': 'Bus'}"
19071,"{'stop_name': 'Av. Dos Ourives, 780', 'stop_lat': -23.655442, 'stop_lon': -46.607946, 'stop_location_type': 'Bus'}"
19072,"{'stop_name': 'Av. Dos Ourives, 780', 'stop_lat': -23.655265, 'stop_lon': -46.607882, 'stop_location_type': 'Bus'}"
19073,"{'stop_name': 'Rod. Arão Sahm, 25020', 'stop_lat': -23.373502, 'stop_lon': -46.575335, 'stop_location_type': 'Bus'}"
19076,"{'stop_name': 'Estr. Mombaça, 1', 'stop_lat': -23.734689, 'stop_lon': -46.796429, 'stop_location_type': 'Bus'}"
19077,"{'stop_name': 'Av. Intercontinental, 625', 'stop_lat': -23.601516, 'stop_lon': -46.753583, 'stop_location_type': 'Bus'}"
104763,"{'stop_name': 'Av. Luca, 455', 'stop_lat': -23.569481, 'stop_lon': -46.559044, 'stop_location_type': 'Bus'}"
105268,"{'stop_name': 'R. Montezina, 226', 'stop_lat': -23.574844, 'stop_lon': -46.569858, 'stop_location_type': 'Bus'}"
105368,"{'stop_name': 'R. Do Orfanato, 1795', 'stop_lat': -23.573757, 'stop_lon': -46.570172, 'stop_location_type': 'Bus'}"
105388,"{'stop_name': 'Av. Sapopemba, 1985', 'stop_lat': -23.572199, 'stop_lon': -46.569076, 'stop_location_type': 'Bus'}"
105424,"{'stop_name': 'R. Farol Paulistano, 86', 'stop_lat': -23.571971, 'stop_lon': -46.577453, 'stop_location_type': 'Bus'}"
105431,"{'stop_name': 'R. Pirassununga, 815', 'stop_lat': -23.563638, 'stop_lon': -46.578721, 'stop_location_type': 'Bus'}"
105432,"{'stop_name': 'R. Pirassununga, 1110', 'stop_lat': -23.566062, 'stop_lon': -46.580119, 'stop_location_type': 'Bus'}"
109574,"{'stop_name': 'R. Fernando Falcão, 25', 'stop_lat': -23.554218, 'stop_lon': -46.583823, 'stop_location_type': 'Bus'}"
109576,"{'stop_name': 'R. Tié, 84', 'stop_lat': -23.55691, 'stop_lon': -46.581024, 'stop_location_type': 'Bus'}"
109594,"{'stop_name': 'R. Diogo Lopes, 67', 'stop_lat': -23.5621, 'stop_lon': -46.576811, 'stop_location_type': 'Bus'}"
109595,"{'stop_name': 'R. Pirassununga, 826', 'stop_lat': -23.563852, 'stop_lon': -46.578953, 'stop_location_type': 'Bus'}"
109731,"{'stop_name': 'Pça. Tristão Da Cunha, 86', 'stop_lat': -23.568991, 'stop_lon': -46.578059, 'stop_location_type': 'Bus'}"
109733,"{'stop_name': 'Av. Salim Farah Maluf, 3200', 'stop_lat': -23.557134, 'stop_lon': -46.57783, 'stop_location_type': 'Bus'}"
109738,"{'stop_name': 'R. Campo Largo, 475', 'stop_lat': -23.567385, 'stop_lon': -46.5811, 'stop_location_type': 'Bus'}"
109739,"{'stop_name': 'R. Dr. José Higino, 78', 'stop_lat': -23.568491, 'stop_lon': -46.581779, 'stop_location_type': 'Bus'}"
109740,"{'stop_name': 'R. Lituânia, 330', 'stop_lat': -23.563491, 'stop_lon': -46.588985, 'stop_location_type': 'Bus'}"
109741,"{'stop_name': 'R. Lituânia, 613', 'stop_lat': -23.564467, 'stop_lon': -46.586589, 'stop_location_type': 'Bus'}"
109749,"{'stop_name': 'R. Barretos, 581', 'stop_lat': -23.565979, 'stop_lon': -46.585566, 'stop_location_type': 'Bus'}"
109751,"{'stop_name': 'R. Corumbaíba, 728', 'stop_lat': -23.571378, 'stop_lon': -46.576358, 'stop_location_type': 'Bus'}"
