stop_id,stop_lat,stop_lon,gwalk_nearest
301747,-23.410614,-46.818406,6407285941
301749,-23.422023,-46.792222,7975603666
301751,-23.430417,-46.78897,1805186455
301752,-23.411971,-46.813997,4320384956
301753,-23.412931,-46.812515,4320384970
301754,-23.412863,-46.812419,4320384970
301755,-23.414108,-46.811952,6014194299
301756,-23.414004,-46.812114,6014194299
301758,-23.448385,-46.789081,1805187647
301759,-23.44842,-46.789309,8674356629
301760,-23.430304,-46.788987,1805186455
301761,-23.415978,-46.780547,7954363527
301763,-23.435689,-46.788772,1805186657
301764,-23.435427,-46.78846,1805186608
301765,-23.449748,-46.789073,5196652976
301766,-23.44955,-46.78884,1805187711
301767,-23.438799,-46.791078,1805186962
301768,-23.437188,-46.805763,1805186772
301771,-23.444382,-46.799485,1805187449
301772,-23.434516,-46.809742,2479631533
301773,-23.449117,-46.788154,1805187701
301774,-23.437657,-46.793129,4743293545
301775,-23.438884,-46.794324,8672942617
301776,-23.43922,-46.794707,8672942617
301777,-23.409145,-46.823674,6407285942
301778,-23.408975,-46.82264,6407285942
301779,-23.436418,-46.810531,2479631527
301780,-23.438467,-46.802185,7963496257
301783,-23.436355,-46.802648,1805186678
301784,-23.436346,-46.802331,1805186678
301785,-23.431538,-46.787191,1805186500
301788,-23.431644,-46.787175,1805186500
301789,-23.431805,-46.787148,1805186500
301790,-23.431924,-46.787131,1805186500
301791,-23.434096,-46.800786,2479631503
301792,-23.434406,-46.801068,4743669961
301793,-23.439232,-46.793185,1805187048
301794,-23.441499,-46.790599,1805187285
301795,-23.441588,-46.790548,1805187285
301796,-23.441371,-46.793708,4743293550
301797,-23.441277,-46.79356,4743293550
301799,-23.441277,-46.794912,5874449435
301800,-23.440975,-46.794961,5874449435
301801,-23.440922,-46.792922,4743101279
301802,-23.440727,-46.793257,4743101279
404584,-23.571981,-46.523664,663863832
404590,-23.576219,-46.527823,1080903121
404592,-23.577026,-46.525923,2430686412
404595,-23.576888,-46.5238,2430690747
404596,-23.576676,-46.521971,8762776980
404597,-23.576299,-46.521375,6924796206
404598,-23.576619,-46.51706,667546286
404599,-23.576674,-46.516937,667546286
404602,-23.577057,-46.515625,934867692
404636,-23.574454,-46.504856,2476995854
404643,-23.577613,-46.514679,663895411
404724,-23.580063,-46.504954,934864109
404729,-23.579897,-46.510115,662998526
404732,-23.580064,-46.509688,667546334
404733,-23.579372,-46.512368,6901533847
404734,-23.579305,-46.512646,6901533847
404735,-23.579529,-46.50797,8953904680
408848,-23.560734,-46.512483,663863977
408989,-23.569976,-46.528901,2431332684
408991,-23.585337,-46.510767,4933495066
408997,-23.579998,-46.507414,663470906
409027,-23.588897,-46.509992,663049649
409048,-23.565542,-46.507817,155390829
409050,-23.570684,-46.509236,1080024818
409051,-23.567969,-46.507183,663471000
409052,-23.565666,-46.509179,792653025
409054,-23.58364,-46.525041,1081500707
409058,-23.580389,-46.509825,4934115690
409059,-23.567647,-46.510366,11702286876
409060,-23.573403,-46.523575,6936077284
409061,-23.571969,-46.523548,663863832
409063,-23.588049,-46.508926,8982853745
409065,-23.578603,-46.5233,1080024935
409066,-23.558077,-46.521137,6925699589
409067,-23.582085,-46.506931,934864097
409068,-23.571481,-46.531997,663895454
409069,-23.571516,-46.532002,663895454
409070,-23.585432,-46.507579,4933495077
409071,-23.587573,-46.506418,4933495045
409075,-23.564311,-46.513929,2533592850
409076,-23.574506,-46.520772,667546416
409077,-23.58075,-46.50974,667546331
409079,-23.581594,-46.509708,1081500607
409080,-23.582101,-46.518811,1084835250
409082,-23.579311,-46.522561,1081500665
409083,-23.572699,-46.519975,1080024840
409084,-23.582764,-46.509729,667546295
508317,-23.54711,-46.483431,8769855704
508319,-23.547255,-46.483514,1678716664
508327,-23.543015,-46.481492,8773536658
508334,-23.540384,-46.485367,2343353697
508347,-23.543354,-46.487651,1678467343
508354,-23.548236,-46.493769,1678679860
508370,-23.542369,-46.492533,1649595212
508379,-23.537249,-46.490359,242658581
508684,-23.52584,-46.480781,1679947408
508687,-23.524382,-46.476618,13282439875
508709,-23.529354,-46.479919,1679947492
508938,-23.547967,-46.50179,1836987599
508991,-23.550522,-46.493206,1678730132
509010,-23.534727,-46.492775,1679861334
509013,-23.549836,-46.487287,1678467826
509014,-23.549641,-46.487087,1678467826
509015,-23.529268,-46.487692,1662579694
509017,-23.532782,-46.484453,1679861008
509020,-23.529547,-46.487538,1679860001
509021,-23.526775,-46.487821,1662579645
509022,-23.530005,-46.474051,8793060628
509023,-23.531595,-46.473721,3900816631
509026,-23.540692,-46.482933,4319675877
509028,-23.54132,-46.476053,1676192771
509029,-23.544057,-46.495311,720871060
509030,-23.549165,-46.495993,720871076
509033,-23.549443,-46.49592,6943177779
509035,-23.534977,-46.473961,1677383802
509036,-23.5374,-46.497012,1678678358
509037,-23.538378,-46.493889,1678678434
509038,-23.538931,-46.491888,1649595199
509039,-23.542449,-46.493517,1649588870
509043,-23.53094,-46.488255,3900466518
509044,-23.536979,-46.48491,1662593699
509045,-23.541604,-46.481335,1676192758
509046,-23.531284,-46.4871,1662579681
509050,-23.541476,-46.495076,1649588831
509051,-23.537089,-46.490447,12174988516
509053,-23.548301,-46.498301,1678679869
509058,-23.541972,-46.483879,720890117
509059,-23.54211,-46.483763,720890117
509060,-23.54735,-46.501417,1678467680
509061,-23.547856,-46.500324,1836987584
509062,-23.550351,-46.495579,10776170506
509063,-23.549726,-46.496931,8777783117
509064,-23.551575,-46.494245,1664079074
509066,-23.549461,-46.492072,1678729963
509067,-23.549112,-46.490321,1678729913
509069,-23.547924,-46.490682,1678729768
509070,-23.547839,-46.49153,1678729702
509071,-23.547656,-46.491824,1678729702
509072,-23.549047,-46.490234,1678729867
509073,-23.5463,-46.490938,1678729415
509074,-23.534126,-46.499783,1678551134
509075,-23.548206,-46.490542,2792750138
509076,-23.548727,-46.490723,2792750185
509077,-23.532626,-46.488098,1662579733
509078,-23.54062,-46.485072,7154069411
509079,-23.540151,-46.486183,721069470
509082,-23.529759,-46.476153,1664058239
509083,-23.530103,-46.476875,1679947506
509084,-23.535972,-46.491263,1678677844
509085,-23.535774,-46.489881,1678714259
509086,-23.543211,-46.469493,2880968264
509088,-23.538641,-46.488111,2581180656
509089,-23.540766,-46.49274,1649588857
509090,-23.545748,-46.496924,1678679541
509091,-23.545319,-46.498335,1678679446
509092,-23.546675,-46.499228,1678679698
509093,-23.547658,-46.497852,1678679816
509094,-23.547188,-46.4964,720871072
509095,-23.539219,-46.471451,7153939129
509096,-23.547449,-46.495857,720871072
509098,-23.547713,-46.496034,720871073
509099,-23.54356,-46.475903,13166842859
509102,-23.533257,-46.490028,1679861034
509110,-23.53841,-46.424365,7942319571
509111,-23.535409,-46.475164,8773166848
509112,-23.535409,-46.475164,8773166848
600487,-23.532863,-46.669247,9945422738
600539,-23.53247,-46.662127,9966488591
610774,-23.529214,-46.66218,260687187
610820,-23.522676,-46.66875,8062128267
610821,-23.522269,-46.668983,11086516412
610833,-23.528875,-46.67602,453215586
610869,-23.516262,-46.678889,8058283330
614432,-23.527608,-46.671511,9966437295
614455,-23.515143,-46.689654,151254167
614508,-23.526423,-46.599844,25778282
614533,-23.522117,-46.671566,12966136938
614534,-23.521946,-46.671596,12966136938
614535,-23.522506,-46.668948,8062128267
614537,-23.52735,-46.666781,11764642325
614539,-23.519816,-46.679389,4479247013
614542,-23.525149,-46.666532,9947616966
614543,-23.525157,-46.666352,9947616966
614544,-23.525172,-46.666195,9947616966
614546,-23.525176,-46.666035,2666301061
614547,-23.528703,-46.676104,453215586
614548,-23.512135,-46.690321,453543159
614549,-23.512773,-46.690585,453543162
614550,-23.514265,-46.690676,151256691
614552,-23.516248,-46.679261,8058210195
614560,-23.506404,-46.689026,148596286
614563,-23.52661,-46.666127,3814534891
614566,-23.524505,-46.670378,8061624061
614567,-23.515934,-46.676078,8058400920
614568,-23.525749,-46.671321,1955316164
614570,-23.522048,-46.679609,8058109370
614571,-23.526144,-46.671425,1955316172
614572,-23.527108,-46.669224,8061553774
614573,-23.519327,-46.675348,5522959008
614574,-23.524638,-46.67527,12088454069
614578,-23.518844,-46.674723,453559617
614581,-23.527211,-46.677399,476907739
614583,-23.526276,-46.66727,2499193463
614584,-23.522158,-46.663299,11080968412
614586,-23.524509,-46.675117,8061624049
614590,-23.522776,-46.679312,4462656997
706304,-23.5659,-46.650929,11279900602
706308,-23.566211,-46.648198,11339058829
706309,-23.565941,-46.647922,11339058854
706310,-23.563945,-46.646421,11339094694
706311,-23.563731,-46.646118,142808171
706319,-23.569805,-46.644035,12697580225
706320,-23.569846,-46.6438,12697580227
706322,-23.566288,-46.644605,12703971545
706325,-23.555934,-46.650112,11383634021
706334,-23.555608,-46.649766,9909525265
706357,-23.569313,-46.644804,12697580224
706361,-23.558383,-46.645243,2400540474
706367,-23.557171,-46.657021,11292167874
706372,-23.560311,-46.645559,861890886
706376,-23.559694,-46.642622,142808173
706377,-23.557922,-46.641096,11338759644
809564,-23.543841,-46.583066,12893888174
809671,-23.546475,-46.588252,462003759
809675,-23.544156,-46.586279,6171394367
810534,-23.528195,-46.601933,5746146996
810536,-23.530694,-46.602342,5288615177
810550,-23.540606,-46.588469,8959059023
810556,-23.546963,-46.590586,9125051958
810563,-23.547253,-46.579971,2394631670
810583,-23.540884,-46.599837,461895071
810586,-23.529035,-46.603469,9413502001
810588,-23.53034,-46.603067,9395213327
810590,-23.543289,-46.589189,12893888130
810591,-23.538214,-46.605602,12903551982
810592,-23.537436,-46.588989,2389076344
810593,-23.556723,-46.588605,458460139
810601,-23.540132,-46.585778,2004742309
810602,-23.53337,-46.612293,452096681
810604,-23.52732,-46.565489,26128865
810605,-23.536282,-46.60572,2389060505
810606,-23.537352,-46.588048,4489530663
810608,-23.538411,-46.592581,2616101075
810610,-23.545368,-46.591179,8951221899
810612,-23.542954,-46.584677,11997613939
810613,-23.544356,-46.585917,6171394368
810614,-23.529256,-46.598113,9395276072
910689,-23.525761,-46.647656,445160754
910768,-23.526231,-46.634803,461875303
910776,-23.558956,-46.615204,2369798363
910777,-23.535297,-46.634703,12813114152
910792,-23.527804,-46.637215,1595406113
910794,-23.527741,-46.626775,452091611
910795,-23.523561,-46.626543,8940549878
910800,-23.52418,-46.64986,64075414
910803,-23.518982,-46.650258,4487835928
910804,-23.528769,-46.634406,445160821
910808,-23.527111,-46.632329,461875291
910809,-23.52802,-46.638926,2395182768
910810,-23.52207,-46.649443,293820345
910811,-23.522139,-46.646257,293820394
910813,-23.516163,-46.629538,8003522033
910816,-23.527608,-46.641574,293820372
910817,-23.524926,-46.645837,293820456
910818,-23.519261,-46.647887,293820374
910819,-23.526766,-46.641281,445160797
910820,-23.534636,-46.635022,2499266023
910821,-23.527451,-46.639807,445160807
910822,-23.517704,-46.629774,25876382
1009884,-23.542172,-46.615544,11356580517
1009889,-23.54061,-46.61461,437564220
1009966,-23.544882,-46.619576,890510521
1010053,-23.545582,-46.616314,6564106619
1010054,-23.547751,-46.616127,9611958641
1010076,-23.552358,-46.617495,4307569903
1010082,-23.547258,-46.626488,13310912329
1010092,-23.546153,-46.622181,8890725858
1010093,-23.545098,-46.62006,12102914007
1010097,-23.538669,-46.613832,437564234
1010100,-23.544272,-46.623178,8890523342
1010101,-23.540113,-46.627476,10724416495
1010102,-23.534749,-46.625052,12810910427
1010103,-23.5409,-46.612637,155430747
1010105,-23.534377,-46.624791,12810910415
1010107,-23.551551,-46.624211,4171940000
1113263,-23.47525,-46.677243,2499009421
1113267,-23.473512,-46.67108,2385944158
1113437,-23.462746,-46.67282,6333782432
1113554,-23.475064,-46.690254,917291152
1113914,-23.448298,-46.697022,4582268579
1113915,-23.447419,-46.696996,4582268549
1113919,-23.450811,-46.696982,4582268372
1113942,-23.441784,-46.707442,1804342435
1114016,-23.460815,-46.715267,1804210858
1114034,-23.457648,-46.69971,4768561985
1114044,-23.458668,-46.695115,4763026731
1114051,-23.461325,-46.692919,1804158161
1114053,-23.464974,-46.694209,1804087054
1114071,-23.467756,-46.690961,1804087359
1114073,-23.468798,-46.689397,4632297089
1114076,-23.456784,-46.702963,1804210511
1114080,-23.456978,-46.700826,4768712884
1114085,-23.46316,-46.701279,1804158419
1114089,-23.45825,-46.697494,4763026775
1114115,-23.466635,-46.694673,1804087280
1114173,-23.4619,-46.713199,1804210966
1114189,-23.456102,-46.700521,4768697977
1114190,-23.456442,-46.702133,4768697965
1114208,-23.457514,-46.696333,4763026760
1114239,-23.459034,-46.701768,8392423281
1114241,-23.452432,-46.699888,8008978268
1114244,-23.462127,-46.688563,1804086856
1114247,-23.467738,-46.677927,1804060550
1114248,-23.46131,-46.698786,4771282201
1114249,-23.461631,-46.690894,1804158322
1114252,-23.462613,-46.681533,1804060221
1114253,-23.471484,-46.67769,966226495
1114254,-23.456957,-46.702888,1804210511
1114255,-23.460761,-46.709564,1804210879
1114256,-23.458216,-46.707932,4782136689
1114257,-23.458966,-46.709415,1804210719
1114258,-23.459512,-46.709792,4783731993
1114259,-23.460389,-46.708628,4783731981
1114260,-23.461272,-46.711172,4783732254
1114261,-23.460789,-46.710816,4783731990
1114262,-23.460799,-46.712544,4783732251
1114263,-23.467164,-46.681042,8943572886
1114265,-23.470202,-46.677192,917418299
1114266,-23.47051,-46.67635,966226667
1114267,-23.453188,-46.707211,4773894344
1114269,-23.45284,-46.699412,4908246070
1114270,-23.44667,-46.699579,4582268083
1114271,-23.449545,-46.696064,4582268458
1114273,-23.464761,-46.694758,1804158516
1114274,-23.459977,-46.698054,1804158137
1114275,-23.468041,-46.683132,5476490582
1114276,-23.466262,-46.689342,4756401367
1114277,-23.458033,-46.697546,4763026775
1114278,-23.457423,-46.696345,4763026760
1114279,-23.472566,-46.683246,4755627473
1114283,-23.455884,-46.678386,1804059818
1114285,-23.477905,-46.685878,1796556087
1114286,-23.45676,-46.684917,4741280452
1114287,-23.473473,-46.67113,2385944158
1114288,-23.455741,-46.68347,1804059804
1114289,-23.466743,-46.694662,1804087280
1114296,-23.448241,-46.699265,1804289478
1114297,-23.448284,-46.699173,1804289478
1114298,-23.450413,-46.697844,4582268372
1114299,-23.450362,-46.697927,4582268372
1114300,-23.447262,-46.698691,4582268512
1114301,-23.449186,-46.699261,4582268097
1114303,-23.467654,-46.697961,1804087364
1114304,-23.457405,-46.705718,4771329913
1114305,-23.457606,-46.705847,4771329913
1114306,-23.455771,-46.706198,4782136695
1114308,-23.457012,-46.705823,4771329914
1114309,-23.456675,-46.706011,4782136702
1114310,-23.475037,-46.689849,5325554662
1114311,-23.474942,-46.689991,5325554662
1114312,-23.459001,-46.678834,7299792326
1114313,-23.459005,-46.678041,4735267982
1114314,-23.457912,-46.680167,1804059932
1114315,-23.474838,-46.690242,5325554662
1114318,-23.462998,-46.684952,1804086907
1114319,-23.462989,-46.685015,1804086907
1114320,-23.464975,-46.683523,1804087113
1114322,-23.47349,-46.684195,917404534
1114323,-23.452819,-46.687419,4582940647
1114324,-23.439025,-46.708562,4777800387
1114325,-23.439352,-46.709624,4777800388
1114326,-23.461504,-46.708422,4783731891
1114327,-23.451353,-46.695853,4582268447
1114328,-23.451403,-46.695976,4582268447
1114331,-23.453644,-46.692462,6356277939
1114332,-23.453605,-46.694917,1804290370
1114333,-23.452288,-46.694455,4582268341
1114334,-23.455741,-46.692926,1804157896
1114335,-23.451507,-46.67678,4582937910
1114336,-23.45137,-46.677034,1804289845
1114337,-23.450486,-46.687552,4582940870
1114339,-23.447268,-46.699146,4582268508
1114340,-23.451901,-46.700008,2108155843
1114341,-23.451234,-46.686916,4582938916
1114343,-23.467443,-46.689957,1804087354
1114344,-23.455988,-46.681801,1804059820
1114346,-23.452109,-46.68573,4582939147
1114349,-23.446137,-46.704822,2572067203
1114355,-23.449597,-46.696938,4582268348
1114358,-23.466199,-46.68264,4753914286
1114359,-23.446214,-46.69209,6356290207
1114360,-23.466348,-46.690781,1804087221
1114361,-23.459585,-46.688285,8685031494
1114362,-23.459422,-46.688163,8685031494
1114363,-23.464694,-46.683839,1804087113
1114364,-23.446161,-46.691595,4582939834
1114365,-23.463692,-46.683568,4746050157
1114366,-23.463307,-46.684049,1804086927
1114367,-23.457755,-46.675901,4737254750
1114368,-23.459879,-46.697738,1804158137
1114369,-23.459874,-46.697712,1804158137
1114372,-23.459203,-46.698779,1804158085
1114373,-23.459057,-46.698772,1804158085
1114375,-23.45159,-46.699927,4582262779
1114376,-23.449155,-46.699059,4582268097
1114377,-23.440052,-46.708384,1804342340
1114379,-23.455977,-46.68168,1804059820
1114381,-23.492148,-46.690778,1411861877
1206709,-23.572107,-46.705635,1956669735
1206717,-23.569896,-46.713117,568197864
1206720,-23.569701,-46.716033,568197814
1206721,-23.570458,-46.717932,820040900
1206722,-23.574716,-46.716748,4243712187
1206730,-23.574317,-46.712292,30470114
1206901,-23.576953,-46.723657,931259409
1206902,-23.577453,-46.722506,931259372
1206904,-23.576151,-46.721709,1624472828
1206908,-23.578374,-46.720609,931259378
1206909,-23.578598,-46.720483,931259378
1206916,-23.584326,-46.727924,7285306963
1206957,-23.584011,-46.736703,1595004951
1206959,-23.584908,-46.739914,8777586893
1207005,-23.574858,-46.739511,1594037103
1207013,-23.573599,-46.731689,1710758834
1207019,-23.574327,-46.730426,4348943977
1207025,-23.574652,-46.727802,8789881852
1207028,-23.572401,-46.722469,2535442752
1207029,-23.57347,-46.725138,925350209
1207032,-23.562835,-46.719542,2800739621
1207041,-23.566507,-46.73041,12465206747
1207042,-23.566309,-46.730232,4035872122
1207345,-23.58457,-46.753054,1595616837
1211268,-23.560674,-46.730883,4199395394
1211269,-23.560829,-46.730869,4199395394
1211339,-23.571874,-46.708048,4332957109
1211342,-23.584417,-46.73975,11515039334
1211348,-23.57616,-46.712983,3296611736
1211349,-23.571687,-46.704831,567677605
1211351,-23.571534,-46.707432,2520923766
1211359,-23.571891,-46.708796,4387569669
1211361,-23.572151,-46.709027,4387569674
1211364,-23.570983,-46.70966,568843111
